date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:22	3907/3907	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Aug%202019%2013:45:22%20GMT	https://bot.emirkabal.com/cdn-cgi/l/email-protection	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/cdn-cgi/l/email-protection.html	(from https://bot.emirkabal.com/irtibat)
16:45:23	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d42b7a0-4d7%22	https://bot.emirkabal.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bot.emirkabal.com/irtibat)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.5b.delayed	(from https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.eot?5510888)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.5c.delayed	(from https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.woff?5510888)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.5d.delayed	(from https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.ttf?5510888)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.5e.delayed	(from https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.svg?5510888)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.5f.delayed	(from https://bot.emirkabal.com/altyapi/css/openhand.cur)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.60.delayed	(from https://bot.emirkabal.com/altyapi/css/closedhand.cur)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.61.delayed	(from https://bot.emirkabal.com/altyapi/assets/gridtile.png)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.62.delayed	(from https://bot.emirkabal.com/altyapi/assets/gridtile_white.png)
16:45:25	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.63.delayed	(from https://bot.emirkabal.com/altyapi/assets/gridtile_3x3.png)
16:45:26	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.64.delayed	(from https://bot.emirkabal.com/altyapi/assets/gridtile_3x3_white.png)
16:45:26	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.65.delayed	(from https://bot.emirkabal.com/altyapi/assets/coloredbg.png)
16:45:26	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.66.delayed	(from https://bot.emirkabal.com/altyapi/assets/loader.gif)
16:45:26	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.67.delayed	(from https://bot.emirkabal.com/altyapi/css/owl.video.play.png)
16:45:26	0/-1	---M--	302	error ('')			https://bot.emirkabal.com/ekle	/storage/emulated/0/HTTrack/Websites/deneme/bot.emirkabal.com/ekle.68.delayed	(from https://bot.emirkabal.com/altyapi/img/service-bg.jpg)
